date,station,tmax,tmin,tavg,cdd26
2025/06/30,tokyo,31,23.1,27.1,1.1
2025/06/30,osaka,32.9,24.9,28.9,2.9
2025/06/30,kobe,33,24.6,28.8,2.8
2025/06/30,nagasaki,32.3,24.3,28.3,2.3
2025/06/30,kumamoto,33.6,25.1,29.4,3.4
2025/06/30,sapporo,24.4,14.9,19.6,0
2025/07/01,tokyo,30.9,22.1,26.5,0.5
2025/07/01,osaka,32.8,24,28.4,2.4
2025/07/01,kobe,33.4,24.8,29.1,3.1
2025/07/01,nagasaki,32.5,23.2,27.9,1.9
2025/07/01,kumamoto,33.9,26,29.9,3.9
2025/07/01,sapporo,24.7,15.9,20.3,0
2025/07/02,tokyo,31.3,23.5,27.4,1.4
2025/07/02,osaka,33.3,25.5,29.4,3.4
2025/07/02,kobe,32.3,23.3,27.8,1.8
2025/07/02,nagasaki,33.9,25.8,29.9,3.9
2025/07/02,kumamoto,32.8,24.2,28.5,2.5
2025/07/02,sapporo,25.6,18.1,21.9,0
2025/07/03,tokyo,31.8,23,27.4,1.4
2025/07/03,osaka,33.8,25,29.4,3.4
2025/07/03,kobe,33.6,24.2,28.9,2.9
2025/07/03,nagasaki,32.9,24.1,28.5,2.5
2025/07/03,kumamoto,34.2,24.9,29.6,3.6
2025/07/03,sapporo,25.7,17.4,21.5,0
2025/07/04,tokyo,32.2,24.4,28.3,2.3
2025/07/04,osaka,31.7,23.9,27.8,1.8
2025/07/04,kobe,32.5,24.7,28.6,2.6
2025/07/04,nagasaki,32.5,23,27.8,1.8
2025/07/04,kumamoto,33.9,25.9,29.9,3.9
2025/07/04,sapporo,24.1,15.1,19.6,0
2025/07/05,tokyo,32.7,23.9,28.3,2.3
2025/07/05,osaka,32.1,23.2,27.6,1.6
2025/07/05,kobe,31.4,23.1,27.3,1.3
2025/07/05,nagasaki,33.9,25.7,29.8,3.8
2025/07/05,kumamoto,32.8,24.1,28.4,2.4
2025/07/05,sapporo,24.3,16.5,20.4,0
2025/07/06,tokyo,33.1,25.2,29.1,3.1
2025/07/06,osaka,32.6,24.7,28.6,2.6
2025/07/06,kobe,32.7,24,28.4,2.4
2025/07/06,nagasaki,33.6,24.7,29.1,3.1
2025/07/06,kumamoto,32.4,23,27.7,1.7
2025/07/06,sapporo,25.2,16.7,20.9,0
2025/07/07,tokyo,31.1,22.2,26.6,0.6
2025/07/07,osaka,33,24.1,28.6,2.6
2025/07/07,kobe,31.6,22.5,27.1,1.1
2025/07/07,nagasaki,32.5,24.9,28.7,2.7
2025/07/07,kumamoto,33.8,25.7,29.8,3.8
2025/07/07,sapporo,26.1,16.9,21.5,0
2025/07/08,tokyo,31.5,23.6,27.6,1.6
2025/07/08,osaka,33.4,25.5,29.4,3.4
2025/07/08,kobe,32.9,25.4,29.1,3.1
2025/07/08,nagasaki,34.6,26.3,30.5,4.5
2025/07/08,kumamoto,33.5,24.7,29.1,3.1
2025/07/08,sapporo,26.2,18.2,22.2,0
2025/07/09,tokyo,31.9,23,27.4,1.4
2025/07/09,osaka,33.9,25,29.4,3.4
2025/07/09,kobe,31.8,23.9,27.9,1.9
2025/07/09,nagasaki,33.5,24.5,29,3
2025/07/09,kumamoto,32.3,24.8,28.5,2.5
2025/07/09,sapporo,24.6,15.9,20.3,0
2025/07/10,tokyo,32.8,23.4,28.1,2.1
2025/07/10,osaka,32.2,22.8,27.5,1.5
2025/07/10,kobe,33,23.8,28.4,2.4
2025/07/10,nagasaki,34.7,26.1,30.4,4.4
2025/07/10,kumamoto,33.6,24.5,29.1,3.1
2025/07/10,sapporo,26.4,17.6,22,0
2025/07/11,tokyo,33.2,24.8,29,3
2025/07/11,osaka,32.6,24.2,28.4,2.4
2025/07/11,kobe,31.8,24.2,28,2
2025/07/11,nagasaki,34.3,25.1,29.7,3.7
2025/07/11,kumamoto,33.2,25.4,29.3,3.3
2025/07/11,sapporo,24.1,16.5,20.3,0
2025/07/12,tokyo,33.6,24.2,28.9,2.9
2025/07/12,osaka,33,23.6,28.3,2.3
2025/07/12,kobe,33.2,25.2,29.2,3.2
2025/07/12,nagasaki,33.2,25.2,29.2,3.2
2025/07/12,kumamoto,34.6,26.1,30.4,4.4
2025/07/12,sapporo,25,16.7,20.9,0
2025/07/13,tokyo,31.5,23.1,27.3,1.3
2025/07/13,osaka,33.5,25.1,29.3,3.3
2025/07/13,kobe,32,23.6,27.8,1.8
2025/07/13,nagasaki,34.6,25.9,30.3,4.3
2025/07/13,kumamoto,34.2,25,29.6,3.6
2025/07/13,sapporo,25.8,16.8,21.3,0
2025/07/14,tokyo,31.9,22.5,27.2,1.2
2025/07/14,osaka,33.9,24.4,29.1,3.1
2025/07/14,kobe,33.3,24.4,28.8,2.8
2025/07/14,nagasaki,34.2,24.8,29.5,3.5
2025/07/14,kumamoto,33.1,25.2,29.1,3.1
2025/07/14,sapporo,26,18.2,22.1,0
2025/07/15,tokyo,32.3,23.8,28,2
2025/07/15,osaka,34.3,25.8,30,4
2025/07/15,kobe,32.2,22.9,27.6,1.6
2025/07/15,nagasaki,33.1,25,29.1,3.1
2025/07/15,kumamoto,34.4,25.8,30.1,4.1
2025/07/15,sapporo,24.3,15.8,20.1,0
2025/07/16,tokyo,32.7,23.2,28,2
2025/07/16,osaka,32.2,24.7,28.5,2.5
2025/07/16,kobe,33.5,25.8,29.6,3.6
2025/07/16,nagasaki,32.7,23.9,28.3,2.3
2025/07/16,kumamoto,34,24.7,29.4,3.4
2025/07/16,sapporo,24.4,15.2,19.8,0
2025/07/17,tokyo,33.1,24.6,28.9,2.9
2025/07/17,osaka,32.6,24.1,28.4,2.4
2025/07/17,kobe,32.3,24.2,28.3,2.3
2025/07/17,nagasaki,34,26.5,30.3,4.3
2025/07/17,kumamoto,32.9,24.9,28.9,2.9
2025/07/17,sapporo,25.3,17.4,21.4,0
2025/07/18,tokyo,33.5,26,29.8,3.8
2025/07/18,osaka,32.9,25.4,29.1,3.1
2025/07/18,kobe,33.6,25.1,29.4,3.4
2025/07/18,nagasaki,33.6,25.4,29.5,3.5
2025/07/18,kumamoto,32.5,23.8,28.1,2.1
2025/07/18,sapporo,26.1,17.5,21.8,0
2025/07/19,tokyo,31.4,22.9,27.1,1.1
2025/07/19,osaka,33.3,24.7,29,3
2025/07/19,kobe,32.4,23.4,27.9,1.9
2025/07/19,nagasaki,35,26.1,30.6,4.6
2025/07/19,kumamoto,33.8,24.4,29.1,3.1
2025/07/19,sapporo,26.2,16.8,21.5,0
2025/07/20,tokyo,32.2,23.2,27.7,1.7
2025/07/20,osaka,34.1,25.1,29.6,3.6
2025/07/20,kobe,33.6,25.4,29.5,3.5
2025/07/20,nagasaki,33.7,25.2,29.5,3.5
2025/07/20,kumamoto,32.5,23.5,28,2
2025/07/20,sapporo,25.5,18,21.8,0
2025/07/21,tokyo,32.6,24.6,28.6,2.6
2025/07/21,osaka,32,24,28,2
2025/07/21,kobe,32.4,23.8,28.1,2.1
2025/07/21,nagasaki,33.3,24.2,28.8,2.8
2025/07/21,kumamoto,34.6,26.9,30.8,4.8
2025/07/21,sapporo,26.3,18.1,22.2,0
2025/07/22,tokyo,32.9,23.9,28.4,2.4
2025/07/22,osaka,32.4,23.4,27.9,1.9
2025/07/22,kobe,33.7,24.7,29.2,3.2
2025/07/22,nagasaki,34.6,26.7,30.6,4.6
2025/07/22,kumamoto,33.5,25.1,29.3,3.3
2025/07/22,sapporo,26.4,17.4,21.9,0
2025/07/23,tokyo,33.3,25.3,29.3,3.3
2025/07/23,osaka,32.8,24.7,28.8,2.8
2025/07/23,kobe,32.5,23,27.8,1.8
2025/07/23,nagasaki,34.2,25.7,30,4
2025/07/23,kumamoto,33,23.9,28.4,2.4
2025/07/23,sapporo,24.8,17.1,21,0
2025/07/24,tokyo,33.7,24.6,29.2,3.2
2025/07/24,osaka,33.1,24,28.6,2.6
2025/07/24,kobe,33.8,25.9,29.8,3.8
2025/07/24,nagasaki,33,23.7,28.4,2.4
2025/07/24,kumamoto,34.4,26.6,30.5,4.5
2025/07/24,sapporo,25.6,17.2,21.4,0
2025/07/25,tokyo,31.5,23.4,27.4,1.4
2025/07/25,osaka,33.5,25.4,29.4,3.4
2025/07/25,kobe,32.6,24.3,28.5,2.5
2025/07/25,nagasaki,34.3,26.3,30.3,4.3
2025/07/25,kumamoto,33.2,24.7,29,3
2025/07/25,sapporo,25.7,16.5,21.1,0
2025/07/26,tokyo,31.9,22.8,27.4,1.4
2025/07/26,osaka,33.8,24.7,29.3,3.3
2025/07/26,kobe,33.8,25.1,29.4,3.4
2025/07/26,nagasaki,33.9,25.2,29.5,3.5
2025/07/26,kumamoto,32.7,23.5,28.1,2.1
2025/07/26,sapporo,26.5,18.6,22.6,0
2025/07/27,tokyo,32.2,24.1,28.2,2.2
2025/07/27,osaka,34.2,26.1,30.2,4.2
2025/07/27,kobe,32.6,23.5,28.1,2.1
2025/07/27,nagasaki,32.7,23.3,28,2
2025/07/27,kumamoto,34.1,26.2,30.1,4.1
2025/07/27,sapporo,26.6,17.9,22.3,0
2025/07/28,tokyo,32.6,23.5,28.1,2.1
2025/07/28,osaka,32,22.8,27.4,1.4
2025/07/28,kobe,33.9,26.3,30.1,4.1
2025/07/28,nagasaki,34.7,26.6,30.7,4.7
2025/07/28,kumamoto,33.6,25,29.3,3.3
2025/07/28,sapporo,24.9,15.5,20.2,0
2025/07/29,tokyo,32.9,24.7,28.8,2.8
2025/07/29,osaka,32.4,24.2,28.3,2.3
2025/07/29,kobe,32.7,24.7,28.7,2.7
2025/07/29,nagasaki,33.6,24.8,29.2,3.2
2025/07/29,kumamoto,32.4,23.1,27.8,1.8
2025/07/29,sapporo,25.7,17.6,21.6,0
2025/07/30,tokyo,33,24.3,28.6,2.6
2025/07/30,osaka,32.4,23.7,28,2
2025/07/30,kobe,33.8,24.6,29.2,3.2
2025/07/30,nagasaki,34.7,26.3,30.5,4.5
2025/07/30,kumamoto,33.6,24.7,29.1,3.1
2025/07/30,sapporo,24.9,16.7,20.8,0
2025/07/31,tokyo,33.3,25.6,29.4,3.4
2025/07/31,osaka,32.7,25,28.9,2.9
2025/07/31,kobe,32.5,24.9,28.7,2.7
2025/07/31,nagasaki,34.3,25.3,29.8,3.8
2025/07/31,kumamoto,33.1,25.5,29.3,3.3
2025/07/31,sapporo,24.9,15.9,20.4,0
2025/08/01,tokyo,33.5,24.1,28.8,2.8
2025/08/01,osaka,32.9,23.5,28.2,2.2
2025/08/01,kobe,32.2,22.9,27.6,1.6
2025/08/01,nagasaki,32.3,24.6,28.4,2.4
2025/08/01,kumamoto,33.7,25.5,29.6,3.6
2025/08/01,sapporo,24.2,16.5,20.4,0
2025/08/02,tokyo,31.3,22.9,27.1,1.1
2025/08/02,osaka,33.2,24.7,29,3
2025/08/02,kobe,33.4,25.7,29.5,3.5
2025/08/02,nagasaki,33.6,25.1,29.4,3.4
2025/08/02,kumamoto,32.4,23.4,27.9,1.9
2025/08/02,sapporo,25,16.6,20.8,0
2025/08/03,tokyo,30.9,23.4,27.1,1.1
2025/08/03,osaka,32.8,25.2,29,3
2025/08/03,kobe,32.2,24.1,28.2,2.2
2025/08/03,nagasaki,32.4,23.2,27.8,1.8
2025/08/03,kumamoto,33.7,26,29.9,3.9
2025/08/03,sapporo,25.8,16.7,21.3,0
2025/08/04,tokyo,31.2,22.6,26.9,0.9
2025/08/04,osaka,33.1,24.5,28.8,2.8
2025/08/04,kobe,33.4,24.9,29.1,3.1
2025/08/04,nagasaki,34.4,26.5,30.4,4.4
2025/08/04,kumamoto,33.3,24.9,29.1,3.1
2025/08/04,sapporo,25.8,18,21.9,0
2025/08/05,tokyo,31.5,23.9,27.7,1.7
2025/08/05,osaka,33.5,25.9,29.7,3.7
2025/08/05,kobe,32.2,23.2,27.7,1.7
2025/08/05,nagasaki,33.2,24.6,28.9,2.9
2025/08/05,kumamoto,32,22.9,27.4,1.4
2025/08/05,sapporo,24.1,15.6,19.9,0
2025/08/06,tokyo,31.8,23.2,27.5,1.5
2025/08/06,osaka,33.8,25.2,29.5,3.5
2025/08/06,kobe,33.4,24,28.7,2.7
2025/08/06,nagasaki,32.7,23.4,28.1,2.1
2025/08/06,kumamoto,34.1,26.3,30.2,4.2
2025/08/06,sapporo,24.1,14.8,19.5,0
2025/08/07,tokyo,32.1,24.5,28.3,2.3
2025/08/07,osaka,31.6,24,27.8,1.8
2025/08/07,kobe,32.1,24.3,28.2,2.2
2025/08/07,nagasaki,34,26,30,4
2025/08/07,kumamoto,32.8,24.3,28.5,2.5
2025/08/07,sapporo,24.9,16.9,20.9,0
2025/08/08,tokyo,32.4,23.8,28.1,2.1
2025/08/08,osaka,31.9,23.2,27.5,1.5
2025/08/08,kobe,33.4,25.2,29.3,3.3
2025/08/08,nagasaki,32.7,24,28.4,2.4
2025/08/08,kumamoto,32.3,23.1,27.7,1.7
2025/08/08,sapporo,25.7,17,21.4,0
2025/08/09,tokyo,32.7,25,28.9,2.9
2025/08/09,osaka,32.2,24.5,28.4,2.4
2025/08/09,kobe,32.1,23.5,27.8,1.8
2025/08/09,nagasaki,32.2,22.8,27.5,1.5
2025/08/09,kumamoto,33.6,25.7,29.6,3.6
2025/08/09,sapporo,25.7,18.2,21.9,0
2025/08/10,tokyo,30.9,22.8,26.9,0.9
2025/08/10,osaka,32.9,24.8,28.9,2.9
2025/08/10,kobe,33.2,25.3,29.3,3.3
2025/08/10,nagasaki,33.3,24.3,28.8,2.8
2025/08/10,kumamoto,32.2,22.7,27.5,1.5
2025/08/10,sapporo,24.9,17.3,21.1,0
2025/08/11,tokyo,31.2,22.1,26.6,0.6
2025/08/11,osaka,33.2,24.1,28.7,2.7
2025/08/11,kobe,31.9,23.6,27.8,1.8
2025/08/11,nagasaki,32.8,25.2,29,3
2025/08/11,kumamoto,31.7,23.6,27.6,1.6
2025/08/11,sapporo,25.6,17.3,21.5,0
2025/08/12,tokyo,31.5,23.4,27.4,1.4
2025/08/12,osaka,31,22.8,26.9,0.9
2025/08/12,kobe,33.1,24.4,28.8,2.8
2025/08/12,nagasaki,31.6,23.2,27.4,1.4
2025/08/12,kumamoto,33,24.1,28.6,2.6
2025/08/12,sapporo,25.6,16.5,21.1,0
2025/08/13,tokyo,31.8,22.6,27.2,1.2
2025/08/13,osaka,31.3,22.1,26.7,0.7
2025/08/13,kobe,31.8,22.7,27.3,1.3
2025/08/13,nagasaki,32.8,23.7,28.3,2.3
2025/08/13,kumamoto,31.7,24.1,27.9,1.9
2025/08/13,sapporo,23.9,16.1,20,0
2025/08/14,tokyo,32.1,23.9,28,2
2025/08/14,osaka,31.5,23.3,27.4,1.4
2025/08/14,kobe,30.5,22.9,26.7,0.7
2025/08/14,nagasaki,32.3,24.5,28.4,2.4
2025/08/14,kumamoto,31.2,22.9,27,1
2025/08/14,sapporo,24.6,16.1,20.4,0
2025/08/15,tokyo,32.4,23.2,27.8,1.8
2025/08/15,osaka,31.8,22.6,27.2,1.2
2025/08/15,kobe,31.7,23.7,27.7,1.7
2025/08/15,nagasaki,33.6,25.1,29.4,3.4
2025/08/15,kumamoto,32.4,23.4,27.9,1.9
2025/08/15,sapporo,24.6,15.3,20,0
2025/08/16,tokyo,30.1,21.9,26,0
2025/08/16,osaka,32.1,23.9,28,2
2025/08/16,kobe,30.4,22,26.2,0.2
2025/08/16,nagasaki,33,23.8,28.4,2.4
2025/08/16,kumamoto,31.9,24.2,28,2
2025/08/16,sapporo,22.9,14.9,18.9,0
2025/08/17,tokyo,30.4,21.2,25.8,0
2025/08/17,osaka,32.4,23.1,27.8,1.8
2025/08/17,kobe,31.6,22.8,27.2,1.2
2025/08/17,nagasaki,31.8,23.9,27.9,1.9
2025/08/17,kumamoto,33.1,24.7,28.9,2.9
2025/08/17,sapporo,22.8,14,18.4,0
2025/08/18,tokyo,30.7,22.4,26.5,0.5
2025/08/18,osaka,32.6,24.3,28.5,2.5
2025/08/18,kobe,30.3,21.1,25.7,0
2025/08/18,nagasaki,31.3,22.7,27,1
2025/08/18,kumamoto,32.6,23.5,28.1,2.1
2025/08/18,sapporo,23.6,14.1,18.9,0
2025/08/19,tokyo,30.9,21.6,26.3,0.3
2025/08/19,osaka,30.4,21.1,25.8,0
2025/08/19,kobe,31.5,23.8,27.6,1.6
2025/08/19,nagasaki,32.5,23.2,27.9,1.9
2025/08/19,kumamoto,31.3,23.5,27.4,1.4
2025/08/19,sapporo,24.3,16.1,20.2,0
2025/08/20,tokyo,31.6,23.9,27.8,1.8
2025/08/20,osaka,31.1,23.4,27.3,1.3
2025/08/20,kobe,30,21.1,25.6,0
2025/08/20,nagasaki,31.1,22.2,26.6,0.6
2025/08/20,kumamoto,32.4,23,27.7,1.7
2025/08/20,sapporo,23.4,15.1,19.3,0
2025/08/21,tokyo,29.4,20.7,25,0
2025/08/21,osaka,31.3,22.5,26.9,0.9
2025/08/21,kobe,31.2,21.9,26.5,0.5
2025/08/21,nagasaki,30.5,23,26.8,0.8
2025/08/21,kumamoto,31.9,23.9,27.9,1.9
2025/08/21,sapporo,23.4,14.3,18.9,0
2025/08/22,tokyo,29.6,21.8,25.7,0
2025/08/22,osaka,31.6,23.8,27.7,1.7
2025/08/22,kobe,29.9,22.2,26,0
2025/08/22,nagasaki,31.7,23.4,27.5,1.5
2025/08/22,kumamoto,30.6,21.8,26.2,0.2
2025/08/22,sapporo,24.1,16.3,20.2,0
2025/08/23,tokyo,29.9,21.1,25.5,0
2025/08/23,osaka,31.8,23,27.4,1.4
2025/08/23,kobe,31,22.8,26.9,0.9
2025/08/23,nagasaki,30.4,21.4,25.9,0
2025/08/23,kumamoto,32.5,23.1,27.8,1.8
2025/08/23,sapporo,24.1,15.6,19.9,0
2025/08/24,tokyo,30.1,22.3,26.2,0.2
2025/08/24,osaka,29.6,21.8,25.7,0
2025/08/24,kobe,29.7,21.1,25.4,0
2025/08/24,nagasaki,32.4,24.7,28.5,2.5
2025/08/24,kumamoto,31.3,23.1,27.2,1.2
2025/08/24,sapporo,22.3,13.1,17.7,0
2025/08/25,tokyo,30.3,21.5,25.9,0
2025/08/25,osaka,29.8,21,25.4,0
2025/08/25,kobe,30.9,21.9,26.4,0.4
2025/08/25,nagasaki,31.1,22.7,26.9,0.9
2025/08/25,kumamoto,30,21.1,25.6,0
2025/08/25,sapporo,23,15.1,19.1,0
2025/08/26,tokyo,30.6,22.8,26.7,0.7
2025/08/26,osaka,30,22.1,26.1,0.1
2025/08/26,kobe,29.5,20.1,24.8,0
2025/08/26,nagasaki,30.5,21.4,25.9,0
2025/08/26,kumamoto,31.9,24.3,28.1,2.1
2025/08/26,sapporo,22.9,14.2,18.5,0
2025/08/27,tokyo,30.8,21.9,26.4,0.4
2025/08/27,osaka,30.3,21.4,25.9,0
2025/08/27,kobe,30.7,22.9,26.8,0.8
2025/08/27,nagasaki,31.7,23.9,27.8,1.8
2025/08/27,kumamoto,30.6,22.3,26.5,0.5
2025/08/27,sapporo,23.6,14.2,18.9,0
2025/08/28,tokyo,28.5,20.6,24.6,0
2025/08/28,osaka,30.5,22.6,26.6,0.6
2025/08/28,kobe,29.3,21,25.1,0
2025/08/28,nagasaki,31.2,22.7,26.9,0.9
2025/08/28,kumamoto,30,21,25.5,0
2025/08/28,sapporo,23.6,15.4,19.5,0
2025/08/29,tokyo,28.8,19.9,24.4,0
2025/08/29,osaka,30.7,21.8,26.3,0.3
2025/08/29,kobe,30.5,21.8,26.1,0.1
2025/08/29,nagasaki,29.9,20.7,25.3,0
2025/08/29,kumamoto,31.2,23.5,27.4,1.4
2025/08/29,sapporo,21.8,12.9,17.4,0
2025/08/30,tokyo,29.4,20.1,24.8,0
2025/08/30,osaka,28.9,19.5,24.2,0
2025/08/30,kobe,29,21.1,25.1,0
2025/08/30,nagasaki,30.9,22.1,26.5,0.5
2025/08/30,kumamoto,29.8,20.5,25.1,0
2025/08/30,sapporo,23.4,14.4,18.9,0
2025/08/31,tokyo,29.6,21.2,25.4,0
2025/08/31,osaka,29.1,20.7,24.9,0
2025/08/31,kobe,30.1,21.8,26,0
2025/08/31,nagasaki,30.3,20.9,25.6,0
2025/08/31,kumamoto,29.2,21.3,25.3,0
2025/08/31,sapporo,21.6,13.9,17.8,0
2025/09/01,tokyo,29,20.8,24.9,0
2025/09/01,osaka,28.4,20.2,24.3,0
2025/09/01,kobe,29.7,21.7,25.7,0
2025/09/01,nagasaki,30.8,22.7,26.8,0.8
2025/09/01,kumamoto,29.6,21,25.3,0
2025/09/01,sapporo,20.7,12.3,16.5,0
2025/09/02,tokyo,29.2,20,24.6,0
2025/09/02,osaka,28.6,19.4,24,0
2025/09/02,kobe,28.3,19.9,24.1,0
2025/09/02,nagasaki,29.4,20.6,25,0
2025/09/02,kumamoto,30.8,21.4,26.1,0.1
2025/09/02,sapporo,20.7,11.5,16.1,0
2025/09/03,tokyo,29.4,21.2,25.3,0
2025/09/03,osaka,28.8,20.6,24.7,0
2025/09/03,kobe,29.5,20.7,25.1,0
2025/09/03,nagasaki,30.6,23,26.8,0.8
2025/09/03,kumamoto,29.5,21.4,25.4,0
2025/09/03,sapporo,21.3,13.4,17.4,0
2025/09/04,tokyo,29.6,20.4,25,0
2025/09/04,osaka,29,19.8,24.4,0
2025/09/04,kobe,28.1,18.9,23.5,0
2025/09/04,nagasaki,30,21.8,25.9,0
2025/09/04,kumamoto,28.9,20.1,24.5,0
2025/09/04,sapporo,22,13.4,17.7,0
2025/09/05,tokyo,27.3,19.1,23.2,0
2025/09/05,osaka,29.3,21,25.1,0
2025/09/05,kobe,29.2,21.5,25.4,0
2025/09/05,nagasaki,28.7,19.7,24.2,0
2025/09/05,kumamoto,30.1,22.6,26.4,0.4
2025/09/05,sapporo,21.9,12.5,17.2,0
2025/09/06,tokyo,27.5,18.2,22.9,0
2025/09/06,osaka,29.5,20.2,24.9,0
2025/09/06,kobe,27.9,19.8,23.9,0
2025/09/06,nagasaki,28.1,20.5,24.3,0
2025/09/06,kumamoto,29.5,21.3,25.4,0
2025/09/06,sapporo,20.1,12,16.1,0
2025/09/07,tokyo,27.7,19.4,23.5,0
2025/09/07,osaka,29.7,21.4,25.5,0
2025/09/07,kobe,29,20.5,24.8,0
2025/09/07,nagasaki,29.3,20.9,25.1,0
2025/09/07,kumamoto,28.1,19.2,23.6,0
2025/09/07,sapporo,20,11.2,15.6,0
2025/09/08,tokyo,27.9,18.6,23.3,0
2025/09/08,osaka,27.3,18,22.6,0
2025/09/08,kobe,27.6,18.7,23.1,0
2025/09/08,nagasaki,27.9,18.8,23.4,0
2025/09/08,kumamoto,27.5,19.9,23.7,0
2025/09/08,sapporo,20.7,13.2,16.9,0
2025/09/09,tokyo,28.1,19.8,24,0
2025/09/09,osaka,27.5,19.2,23.4,0
2025/09/09,kobe,28.7,19.4,24,0
2025/09/09,nagasaki,29.8,22,25.9,0
2025/09/09,kumamoto,28.7,20.4,24.5,0
2025/09/09,sapporo,21.3,13.1,17.2,0
2025/09/10,tokyo,26.2,17.4,21.8,0
2025/09/10,osaka,28.2,19.4,23.8,0
2025/09/10,kobe,27.2,18.6,22.9,0
2025/09/10,nagasaki,28.3,19,23.6,0
2025/09/10,kumamoto,27.2,19.3,23.3,0
2025/09/10,sapporo,20.4,12,16.2,0
2025/09/11,tokyo,26.4,18.6,22.5,0
2025/09/11,osaka,28.4,20.6,24.5,0
2025/09/11,kobe,28.3,19.3,23.8,0
2025/09/11,nagasaki,27.7,19.7,23.7,0
2025/09/11,kumamoto,29.1,20.6,24.9,0
2025/09/11,sapporo,20.3,11.2,15.8,0
2025/09/12,tokyo,26.6,17.8,22.2,0
2025/09/12,osaka,28.5,19.7,24.1,0
2025/09/12,kobe,26.9,17.5,22.2,0
2025/09/12,nagasaki,28.9,20.2,24.5,0
2025/09/12,kumamoto,27.7,18.4,23,0
2025/09/12,sapporo,21,13.2,17.1,0
2025/09/13,tokyo,26.8,19,22.9,0
2025/09/13,osaka,26.2,18.4,22.3,0
2025/09/13,kobe,28,20.2,24.1,0
2025/09/13,nagasaki,27.5,18,22.8,0
2025/09/13,kumamoto,28.9,20.9,24.9,0
2025/09/13,sapporo,20.9,12.3,16.6,0
2025/09/14,tokyo,27,18.2,22.6,0
2025/09/14,osaka,26.4,17.5,21.9,0
2025/09/14,kobe,26.6,18.3,22.5,0
2025/09/14,nagasaki,26.9,18.8,22.9,0
2025/09/14,kumamoto,28.3,19.6,24,0
2025/09/14,sapporo,19,9.7,14.3,0
2025/09/15,tokyo,27.1,19.2,23.1,0
2025/09/15,osaka,26.6,18.7,22.6,0
2025/09/15,kobe,27.7,19,23.4,0
2025/09/15,nagasaki,28.1,19.2,23.6,0
2025/09/15,kumamoto,26.9,17.5,22.2,0
2025/09/15,sapporo,19.6,11.6,15.6,0
2025/09/16,tokyo,27.3,18.4,22.9,0
2025/09/16,osaka,26.8,17.9,22.4,0
2025/09/16,kobe,26.3,17.2,21.8,0
2025/09/16,nagasaki,27.4,19.9,23.6,0
2025/09/16,kumamoto,26.3,18.2,22.3,0
2025/09/16,sapporo,19.5,10.7,15.1,0
2025/09/17,tokyo,25,17.1,21.1,0
2025/09/17,osaka,26.9,19,22.9,0
2025/09/17,kobe,27.4,19.9,23.6,0
2025/09/17,nagasaki,26.1,17.8,22,0
2025/09/17,kumamoto,27.4,18.6,23,0
2025/09/17,sapporo,17.7,10.2,13.9,0
2025/09/18,tokyo,25.2,16.3,20.8,0
2025/09/18,osaka,27.1,18.2,22.6,0
2025/09/18,kobe,26,18.1,22.1,0
2025/09/18,nagasaki,28,19.1,23.6,0
2025/09/18,kumamoto,26.8,17.3,22.1,0
2025/09/18,sapporo,17.6,9.3,13.5,0
2025/09/19,tokyo,25.3,17.4,21.4,0
2025/09/19,osaka,27.3,19.3,23.3,0
2025/09/19,kobe,27.1,18.7,22.9,0
2025/09/19,nagasaki,26.6,18.9,22.8,0
2025/09/19,kumamoto,25.5,17.3,21.4,0
2025/09/19,sapporo,18.2,9.2,13.7,0
2025/09/20,tokyo,25.9,17.5,21.7,0
2025/09/20,osaka,25.4,17,21.2,0
2025/09/20,kobe,25.6,18,21.8,0
2025/09/20,nagasaki,27.6,18.4,23,0
2025/09/20,kumamoto,26.4,18.6,22.5,0
2025/09/20,sapporo,17.3,8.2,12.8,0
2025/09/21,tokyo,26.1,16.7,21.4,0
2025/09/21,osaka,25.5,16.1,20.8,0
2025/09/21,kobe,26.7,18.7,22.7,0
2025/09/21,nagasaki,26.9,19,22.9,0
2025/09/21,kumamoto,25.8,17.4,21.6,0
2025/09/21,sapporo,17.9,10.1,14,0
2025/09/22,tokyo,23.7,15.3,19.5,0
2025/09/22,osaka,25.7,17.3,21.5,0
2025/09/22,kobe,25.3,16.9,21.1,0
2025/09/22,nagasaki,25.6,17,21.3,0
2025/09/22,kumamoto,26.9,17.7,22.3,0
2025/09/22,sapporo,17.8,9.2,13.5,0
2025/09/23,tokyo,23.9,14.5,19.2,0
2025/09/23,osaka,25.9,16.4,21.1,0
2025/09/23,kobe,26.3,17.4,21.9,0
2025/09/23,nagasaki,26.7,17.3,22,0
2025/09/23,kumamoto,25.6,17.7,21.6,0
2025/09/23,sapporo,18.4,9.1,13.8,0
2025/09/24,tokyo,23.3,14.8,19.1,0
2025/09/24,osaka,25.3,16.7,21,0
2025/09/24,kobe,24.2,14.8,19.5,0
2025/09/24,nagasaki,26.1,18.1,22.1,0
2025/09/24,kumamoto,24.9,16.3,20.6,0
2025/09/24,sapporo,18.3,10.2,14.3,0
2025/09/25,tokyo,23.5,15.9,19.7,0
2025/09/25,osaka,25.4,17.8,21.6,0
2025/09/25,kobe,25.3,17.5,21.4,0
2025/09/25,nagasaki,24.7,15.9,20.3,0
2025/09/25,kumamoto,26.1,16.8,21.5,0
