date,area,avg_price,baseload_price,peak_price,daytime_price,night_price,solar_crush_price,max_price,min_price
2025/07/26,tohoku,12.26,12.26,9.53,10.86,12.38,8.96,18,7
2025/07/26,tokyo,12.8,12.8,11.35,12.16,12.38,11.26,18,9.51
2025/07/27,chubu,11.7,11.7,9.31,10.18,11.67,9.29,17.41,7.45
2025/07/27,chugoku,10.34,10.34,7.11,8.43,10.21,6.64,17.41,6.24
2025/07/27,hokkaido,14.61,14.61,11.37,12.5,14.06,11.35,30.12,10.19
2025/07/27,hokuriku,11.19,11.19,9.31,10.18,10.31,9.29,17.41,7.45
2025/07/27,kansai,11.19,11.19,9.31,10.18,10.31,9.29,17.41,7.45
2025/07/27,kyushu,10.25,10.25,7.11,8.41,9.97,6.64,17.41,6.24
2025/07/27,shikoku,8.32,8.32,4.49,5.44,9.64,4.14,15.2,0.01
2025/07/27,system,11.19,11.19,8.81,9.83,10.89,8.59,17.09,7.71
2025/07/27,tohoku,12.5,12.5,11.37,11.92,11.83,11.35,17.41,10.19
2025/07/27,tokyo,12.52,12.52,11.43,11.95,11.83,11.42,17.41,10.19
2025/07/28,chubu,15.03,15.03,14.91,15.84,12.07,14.54,31.46,9.91
2025/07/28,chugoku,11.99,11.99,7.76,10.21,10.34,7.28,31.46,7.03
2025/07/28,hokkaido,19.01,19.01,17.21,18.21,14.09,16.67,50,10.4
2025/07/28,hokuriku,14.33,14.33,14.91,15.84,10.34,14.54,31.46,8.1
2025/07/28,kansai,14.33,14.33,14.91,15.84,10.34,14.54,31.46,8.1
2025/07/28,kyushu,11.86,11.86,7.76,10.21,10.09,7.28,31.46,7.03
2025/07/28,shikoku,6.73,6.73,3.06,4.14,8.63,2.46,13,0.02
2025/07/28,system,13.6,13.6,11.96,13.44,11.24,10.95,30,8.07
2025/07/28,tohoku,14.28,14.28,12.18,13.95,12.2,11.01,31.46,7.83
2025/07/28,tokyo,15.11,15.11,14.91,15.92,12.2,14.54,31.46,11.08
2025/07/29,chubu,17.89,17.89,15.57,19.55,12.38,14.94,37.51,10.04
2025/07/29,chugoku,12.42,12.42,7.89,9.46,11.44,7.28,37.51,6.61
2025/07/29,hokkaido,18.6,18.6,14.98,17.84,16.22,14.48,37.51,7.47
2025/07/29,hokuriku,17.77,17.77,16.5,20.2,11.44,14.94,37.51,9.31
2025/07/29,kansai,17.77,17.77,16.5,20.2,11.44,14.94,37.51,9.31
2025/07/29,kyushu,12.35,12.35,7.89,9.46,11.36,7.28,37.51,6.61
2025/07/29,shikoku,7.54,7.54,4.85,5.41,9.18,4.2,12.27,0.02
2025/07/29,system,15.64,15.64,12.4,15.4,12.04,11.43,37.51,9.82
2025/07/29,tohoku,15.21,15.21,9.61,13.99,12.38,8.22,37.51,5
2025/07/29,tokyo,17,17,15.22,18.1,12.41,14.94,37.51,11.42
2025/07/30,chubu,16.11,16.11,13.7,17.74,12.4,12.9,37.51,10.2
2025/07/30,chugoku,11.71,11.71,7.63,9.14,10.65,7.2,30.89,6.58
2025/07/30,hokkaido,13.7,13.7,11.92,13.31,12.79,11.66,19.39,7.47
2025/07/30,hokuriku,15.6,15.6,14.46,18.27,10.65,12.9,37.51,8.9
2025/07/30,kansai,15.6,15.6,14.46,18.27,10.65,12.9,37.51,8.9
2025/07/30,kyushu,11.71,11.71,7.63,9.14,10.65,7.2,30.89,6.58
2025/07/30,shikoku,8.12,8.12,7.02,6.92,8.84,7.13,14.02,6.42
2025/07/30,system,12.68,12.68,10.54,12.12,11.55,9.62,19.39,7.47
2025/07/30,tohoku,13.04,13.04,10.4,12.14,12.32,9.53,19.39,7.22
2025/07/30,tokyo,14.1,14.1,13.7,14.53,12.4,12.9,19.39,10.2
2025/07/31,chubu,14.33,14.33,14.57,15.43,11.76,14.22,20.35,10.94
2025/07/31,chugoku,11.45,11.45,8.39,10.21,10.1,7.64,20.35,7.18
2025/07/31,hokkaido,13.96,13.96,11.14,12.86,11.76,9.75,30,7.47
2025/07/31,hokuriku,13.74,13.74,15,15.73,10.1,14.59,20.35,7.67
2025/07/31,kansai,13.74,13.74,15,15.73,10.1,14.59,20.35,7.67
2025/07/31,kyushu,11.45,11.45,8.39,10.21,10.1,7.64,20.35,7.18
2025/07/31,shikoku,9.36,9.36,6.95,7.24,8.69,6.88,19.24,4.5
2025/07/31,system,12.79,12.79,11.36,12.79,11.2,10.65,19.38,9.46
2025/07/31,tohoku,12.73,12.73,10.41,12.24,11.76,9.38,19.38,7.47
2025/07/31,tokyo,13.7,13.7,13.45,14.43,11.76,13.05,19.38,10.94
2025/08/01,chubu,14.93,14.93,15.71,17.48,11.41,15.44,41.58,10.7
2025/08/01,chugoku,11.13,11.13,8.93,9.96,10.36,8.75,20.36,7.09
2025/08/01,hokkaido,13.71,13.71,13.25,14.24,11.56,12.71,19.3,10.57
2025/08/01,hokuriku,14.49,14.49,15.71,17.48,10.36,15.44,41.58,8.98
2025/08/01,kansai,14.49,14.49,15.71,17.48,10.36,15.44,41.58,8.98
2025/08/01,kyushu,11,11,8.58,9.72,10.36,8.46,20.36,7.09
2025/08/01,shikoku,8.43,8.43,6.04,6.41,9.37,5.41,14.02,1.09
2025/08/01,system,13.01,13.01,12.47,13.63,11.1,12.01,19.3,10
2025/08/01,tohoku,13.31,13.31,13.25,14.24,11.4,12.71,19.3,10.57
2025/08/01,tokyo,13.62,13.62,14.32,14.99,11.41,14.2,19.3,10.7
2025/08/02,chubu,12.68,12.68,10.67,11.82,11.83,10.53,20.22,9.3
2025/08/02,chugoku,10.44,10.44,7.02,8.14,10.48,6.8,20.22,6.31
2025/08/02,hokkaido,15.09,15.09,10.77,12.44,12.79,9.52,50,7.99
2025/08/02,hokuriku,12.08,12.08,10.67,11.82,10.48,10.53,20.22,7.62
2025/08/02,kansai,12.08,12.08,10.67,11.82,10.48,10.53,20.22,7.62
2025/08/02,kyushu,10.14,10.14,6.99,7.94,10.2,6.76,20.22,6.31
2025/08/02,shikoku,7.83,7.83,3.99,4.83,9.91,3.05,14.08,0.02
2025/08/02,system,12.15,12.15,9.58,10.85,11.29,9.29,20.22,7.81
2025/08/02,tohoku,13.23,13.23,10.41,12.19,12.05,9.22,21,7.99
2025/08/02,tokyo,13.86,13.86,12.57,13.7,12.05,11.74,21,10.25
2025/08/03,chubu,12.42,12.42,10,11.13,11.73,10.15,20.12,8
2025/08/03,chugoku,9.15,9.15,5.92,7,8.93,5.69,16.31,5.22
2025/08/03,hokkaido,13.84,13.84,8.87,11.09,14.73,8.26,22.83,7.32
2025/08/03,hokuriku,11.08,11.08,9.91,10.89,8.93,10.03,20.12,6.75
2025/08/03,kansai,11.08,11.08,9.91,10.89,8.93,10.03,20.12,6.75
2025/08/03,kyushu,9.15,9.15,5.92,7,8.93,5.69,16.31,5.22
2025/08/03,shikoku,7.36,7.36,2.43,3.83,8.93,1.03,14.02,0.01
2025/08/03,system,11.58,11.58,8.08,9.66,11.44,7.71,19.11,7.42
2025/08/03,tohoku,13.82,13.82,8.87,11.09,14.69,8.27,22.83,7.38
2025/08/03,tokyo,14.48,14.48,10.94,12.54,14.69,10.57,22.83,10.23
2025/08/04,chubu,15.1,15.1,15.94,16.72,12.21,14.82,25,9.95
2025/08/04,chugoku,11.9,11.9,9.91,11.23,9.94,9.25,20.22,7.49
2025/08/04,hokkaido,15.22,15.22,15.84,16.7,12.46,14.68,25,11.2
2025/08/04,hokuriku,14.25,14.25,15.94,16.72,9.94,14.82,25,7.75
2025/08/04,kansai,14.25,14.25,15.94,16.72,9.94,14.82,25,7.75
2025/08/04,kyushu,11.84,11.84,9.91,11.23,9.85,9.25,20.22,7.49
2025/08/04,shikoku,6.44,6.44,1.78,3.28,8.54,0.93,14.02,0.01
2025/08/04,system,13.78,13.78,12.91,14.17,11.55,11.92,20.22,10.23
2025/08/04,tohoku,15.22,15.22,15.84,16.7,12.46,14.68,25,11.2
2025/08/04,tokyo,15.25,15.25,15.94,16.77,12.46,14.82,25,11.2
2025/08/05,chubu,17.33,17.33,16.53,18.95,13.35,15.84,40.01,10.29
2025/08/05,chugoku,13.78,13.78,11.41,12.48,11.74,10.82,34.92,8.88
2025/08/05,hokkaido,17.22,17.22,16.15,18.8,13.57,15.29,40.01,11.83
2025/08/05,hokuriku,16.68,16.68,16.53,18.95,11.74,15.84,40.01,9.98
2025/08/05,kansai,16.68,16.68,16.53,18.95,11.74,15.84,40.01,9.98
2025/08/05,kyushu,13.64,13.64,11.41,12.48,11.56,10.82,34.92,8.88
2025/08/05,shikoku,9.06,9.06,5.8,6.19,11.35,5.72,16.02,3.09
2025/08/05,system,16.4,16.4,14.91,16.88,13.06,14.44,36.99,11.49
2025/08/05,tohoku,17.18,17.18,15.9,18.63,13.73,14.97,40.01,11.83
2025/08/05,tokyo,17.7,17.7,16.42,18.99,14.27,15.69,40.01,11.83
2025/08/06,chubu,17.97,17.97,20.72,21.99,12.41,20.79,37.3,11.29
2025/08/06,chugoku,13.38,13.38,10.66,12.37,12.15,9.59,22,7.42
2025/08/06,hokkaido,17.69,17.69,18.5,20.67,12.91,17.58,37.3,11.31
2025/08/06,hokuriku,17.9,17.9,20.81,22.05,12.15,20.91,37.3,11.29
2025/08/06,kansai,17.9,17.9,20.81,22.05,12.15,20.91,37.3,11.29
2025/08/06,kyushu,13.35,13.35,10.66,12.37,12.15,9.59,22,7.42
2025/08/06,shikoku,11.42,11.42,9.32,10.25,12.05,8.87,17.72,6.94
2025/08/06,system,16.89,16.89,17.41,18.96,12.54,17.26,30.1,11.29
2025/08/06,tohoku,17.55,17.55,18.5,20.67,12.73,17.58,37.3,11.31
2025/08/06,tokyo,19.01,19.01,23.49,24.18,12.73,23.61,37.3,11.31
2025/08/07,chubu,16.01,16.01,18.69,19.06,11.68,18.61,22,11.18
2025/08/07,chugoku,15.61,15.61,18.2,18.47,11.47,18.26,22,10.3
2025/08/07,hokkaido,15.36,15.36,16.31,17.1,11.95,15.16,22,11.18
2025/08/07,hokuriku,15.86,15.86,18.69,19.06,11.47,18.61,22,10.3
2025/08/07,kansai,15.86,15.86,18.69,19.06,11.47,18.61,22,10.3
2025/08/07,kyushu,15.48,15.48,18.2,18.17,11.47,18.26,22,10.3
2025/08/07,shikoku,12.01,12.01,14.67,13.04,11.47,17.2,20,3.09
2025/08/07,system,15.49,15.49,17.4,18,11.7,17.09,21.28,11.13
2025/08/07,tohoku,15,15,15.3,16.4,11.95,14.29,22,11.18
2025/08/07,tokyo,16.3,16.3,19.36,19.52,11.95,19.25,22,11.18
2025/08/08,chubu,13.44,13.44,13.21,14.15,11.86,12.68,19.22,10.3
2025/08/08,chugoku,12.14,12.14,10.61,11.98,10.86,9.96,19.22,8.54
2025/08/08,hokkaido,12.59,12.59,9.28,11.4,11.86,8.29,19.25,7.54
2025/08/08,hokuriku,13.04,13.04,13.21,14.15,10.86,12.68,19.22,9.95
2025/08/08,kansai,13.04,13.04,13.21,14.15,10.86,12.68,19.22,9.95
2025/08/08,kyushu,12.14,12.14,10.61,11.98,10.86,9.96,19.22,8.54
2025/08/08,shikoku,8.57,8.57,4.42,5.72,10.86,3.39,13.15,1.09
2025/08/08,system,12.79,12.79,11.62,12.97,11.48,10.92,19.2,9.04
2025/08/08,tohoku,12.25,12.25,9.26,11.38,11.86,8.29,19.22,7.54
2025/08/08,tokyo,13.44,13.44,13.21,14.15,11.86,12.68,19.22,10.3
2025/08/09,chubu,11.14,11.14,9.97,10.37,11.08,9.86,14.74,8
2025/08/09,chugoku,10.81,10.81,9.97,10.37,10.3,9.86,14.74,8
2025/08/09,hokkaido,10.42,10.42,7.04,8.38,11.08,6.38,17.49,5.01
2025/08/09,hokuriku,10.81,10.81,9.97,10.37,10.3,9.86,14.74,8
2025/08/09,kansai,10.81,10.81,9.97,10.37,10.3,9.86,14.74,8
2025/08/09,kyushu,10.81,10.81,9.97,10.37,10.3,9.86,14.74,8
2025/08/09,shikoku,8.6,8.6,5.21,6.02,10.3,4.54,14,1.09
2025/08/09,system,10.66,10.66,8.79,9.52,10.87,8.51,14.68,7.48
2025/08/09,tohoku,10.15,10.15,7.02,8.23,11.08,6.38,14.74,5.01
2025/08/09,tokyo,11.14,11.14,9.97,10.37,11.08,9.86,14.74,8
2025/08/10,chubu,10.58,10.58,10.97,10.76,10.21,10.99,12,8.49
2025/08/10,chugoku,8.92,8.92,10.38,10.02,7.82,10.75,11.55,7.1
2025/08/10,hokkaido,10.88,10.88,11.25,11.17,10.21,11.21,16.64,9.72
2025/08/10,hokuriku,8.92,8.92,10.38,10.02,7.82,10.75,11.55,7.1
2025/08/10,kansai,8.92,8.92,10.38,10.02,7.82,10.75,11.55,7.1
2025/08/10,kyushu,8.8,8.8,10.11,9.73,7.82,10.49,11.55,7.1
2025/08/10,shikoku,8.11,8.11,9.28,8.71,7.82,9.84,11.55,6.66
2025/08/10,system,10.14,10.14,10.85,10.7,9.44,10.98,11.37,8.13
2025/08/10,tohoku,10.77,10.77,11.25,11.17,10.21,11.21,12,9.72
2025/08/10,tokyo,10.77,10.77,11.25,11.17,10.21,11.21,12,9.72
2025/08/11,chubu,10.52,10.52,10.59,10.67,9.93,10.45,11.9,7.54
2025/08/11,chugoku,8.65,8.65,8.97,9.13,7.8,8.79,10.64,7.12
2025/08/11,hokkaido,11.95,11.95,10.81,11.31,11.65,10.45,18.35,8.1
2025/08/11,hokuriku,8.65,8.65,8.97,9.13,7.8,8.79,10.64,7.12
2025/08/11,kansai,8.65,8.65,8.97,9.13,7.8,8.79,10.64,7.12
2025/08/11,kyushu,8.65,8.65,8.97,9.13,7.8,8.79,10.64,7.12
2025/08/11,shikoku,8.26,8.26,8.97,8.91,7.75,8.79,10.64,7.12
2025/08/11,system,10.29,10.29,10.42,10.59,9.57,10.32,11.9,8.22
2025/08/11,tohoku,11.26,11.26,10.81,11.31,10.65,10.45,14,8.1
2025/08/11,tokyo,11.47,11.47,11.54,11.82,10.65,11.47,14,10.11
2025/08/12,chubu,10.65,10.65,10.5,10.57,10.23,10.44,12.49,9.01
2025/08/12,chugoku,9.14,9.14,9.75,9.97,7.38,9.7,12.49,6.71
2025/08/12,hokkaido,12.52,12.52,12.18,12.64,11.8,11.74,18.32,9.49
2025/08/12,hokuriku,9.14,9.14,9.75,9.97,7.38,9.7,12.49,6.71
2025/08/12,kansai,9.14,9.14,9.75,9.97,7.38,9.7,12.49,6.71
2025/08/12,kyushu,9.04,9.04,9.42,9.74,7.38,9.32,12.49,6.71
2025/08/12,shikoku,8.3,8.3,9.32,8.61,7.33,9.35,11.94,6.57
2025/08/12,system,10.27,10.27,10.51,10.72,9.11,10.34,13,8.11
2025/08/12,tohoku,11.57,11.57,12.18,12.41,10.27,11.74,14.11,9.49
2025/08/12,tokyo,11.57,11.57,12.18,12.41,10.27,11.74,14.11,9.49
2025/08/13,chubu,8.87,8.87,5.51,6.67,10.04,4.56,12.71,3.01
2025/08/13,chugoku,7.96,7.96,4.93,6.04,8.58,4.3,12.71,3.01
2025/08/13,hokkaido,10.35,10.35,5.61,7.34,11.21,4.79,18.36,3.01
2025/08/13,hokuriku,8.01,8.01,4.94,6.17,8.58,4.3,12.71,3.01
2025/08/13,kansai,8.01,8.01,4.94,6.17,8.58,4.3,12.71,3.01
2025/08/13,kyushu,7.95,7.95,4.9,6.02,8.58,4.3,12.71,3.01
2025/08/13,shikoku,7.28,7.28,4.93,5.51,8.43,4.3,11.7,3.01
2025/08/13,system,8.62,8.62,5.15,6.45,9.58,4.46,13.55,3.01
2025/08/13,tohoku,9.32,9.32,5.54,7.05,10.17,4.79,16.04,3.01
2025/08/13,tokyo,9.42,9.42,5.86,7.28,10.17,5.05,16.04,3.01
2025/08/14,chubu,9.23,9.23,7.79,8.57,8.79,7.25,13.46,5.01
2025/08/14,chugoku,8.1,8.1,5.89,6.84,8.02,5.63,12.41,5.01
2025/08/14,hokkaido,9.75,9.75,7.99,9.07,9.35,7.73,18.05,7.58
2025/08/14,hokuriku,8.35,8.35,6.5,7.39,8.02,6.17,13.46,5.01
2025/08/14,kansai,8.35,8.35,6.5,7.39,8.02,6.17,13.46,5.01
2025/08/14,kyushu,8.09,8.09,5.86,6.82,8.02,5.63,12.41,5.01
2025/08/14,shikoku,7.82,7.82,5.89,6.65,7.78,5.63,12.35,5.01
2025/08/14,system,8.81,8.81,7.2,8,8.44,7.02,13,6.62
2025/08/14,tohoku,9.24,9.24,7.79,8.53,8.89,7.54,13.46,6.96
2025/08/14,tokyo,9.73,9.73,9.31,9.67,8.89,9.19,13.46,7.14
2025/08/15,chubu,8.4,8.4,6.35,7.05,8.65,6.36,11.88,5.01
2025/08/15,chugoku,7.5,7.5,5.86,6.35,7.71,5.68,11.25,5.01
2025/08/15,hokkaido,9.88,9.88,8.93,9.81,8.92,8.64,18.36,7.58
2025/08/15,hokuriku,7.5,7.5,5.86,6.35,7.71,5.68,11.25,5.01
2025/08/15,kansai,7.5,7.5,5.86,6.35,7.71,5.68,11.25,5.01
2025/08/15,kyushu,7.5,7.5,5.86,6.35,7.71,5.68,11.25,5.01
2025/08/15,shikoku,7.42,7.42,5.86,6.19,7.71,5.68,11.25,5.01
2025/08/15,system,8.41,8.41,6.87,7.46,8.27,6.97,11.96,5.01
2025/08/15,tohoku,9.48,9.48,8.53,9.02,8.84,8.62,14.1,5.01
2025/08/15,tokyo,9.51,9.51,8.63,9.1,8.84,8.77,14.1,5.01
2025/08/16,chubu,9.22,9.22,7.65,8.1,9.63,7.45,12.14,6
2025/08/16,chugoku,8.07,8.07,6.79,7.32,7.94,6.6,12.14,5.01
2025/08/16,hokkaido,9.62,9.62,7.88,8.51,9.9,7.74,13.21,6.44
2025/08/16,hokuriku,8.16,8.16,7.07,7.53,7.94,6.94,12.14,5.01
2025/08/16,kansai,8.16,8.16,7.07,7.53,7.94,6.94,12.14,5.01
2025/08/16,kyushu,8.07,8.07,6.79,7.32,7.94,6.6,12.14,5.01
2025/08/16,shikoku,7.26,7.26,6.14,6.24,7.8,6.39,11,2.09
2025/08/16,system,8.78,8.78,7.24,7.85,8.79,7.16,12.52,5.68
2025/08/16,tohoku,9.62,9.62,7.88,8.51,9.9,7.74,13.21,6.44
2025/08/16,tokyo,9.95,9.95,9,9.29,9.9,9.3,13.21,6.44
2025/08/17,chubu,9.45,9.45,6.98,7.98,9.92,6.97,13.15,5.01
2025/08/17,chugoku,8.15,8.15,6.23,7.01,8.04,6.24,13.15,5.01
2025/08/17,hokkaido,10.27,10.27,7.76,8.57,10.46,7.39,18.09,6.44
2025/08/17,hokuriku,8.23,8.23,6.51,7.2,8.04,6.62,13.15,5.01
2025/08/17,kansai,8.23,8.23,6.51,7.2,8.04,6.62,13.15,5.01
2025/08/17,kyushu,8.15,8.15,6.23,7.01,8.04,6.24,13.15,5.01
2025/08/17,shikoku,5.92,5.92,0.37,1.67,8.03,0.01,13.15,0.01
2025/08/17,system,9.08,9.08,7.22,8.01,9.11,6.98,13.15,6.44
2025/08/17,tohoku,9.81,9.81,7.39,8.3,10.46,6.92,13.15,6.44
2025/08/17,tokyo,10.61,10.61,9.75,10.05,10.46,9.76,13.15,8.71
2025/08/18,chubu,13.03,13.03,12.66,13.82,11.16,11.82,20.36,8.46
2025/08/18,chugoku,11.61,11.61,11.43,12.43,9.13,10.57,18.36,7.38
2025/08/18,hokkaido,15.7,15.7,10.1,12.34,12.18,8.72,50,7.41
2025/08/18,hokuriku,12.22,12.22,12.66,13.82,9.13,11.82,20.36,7.38
2025/08/18,kansai,12.22,12.22,12.66,13.82,9.13,11.82,20.36,7.38
2025/08/18,kyushu,11.32,11.32,10.75,11.75,9.12,10.29,18,7.38
2025/08/18,shikoku,10.14,10.14,11.19,11.14,8.93,10.23,18.36,6.92
2025/08/18,system,12.12,12.12,11.04,12.5,10.41,10.1,19.58,7.61
2025/08/18,tohoku,12.13,12.13,9.94,11.85,11.16,8.49,20.36,7.41
2025/08/18,tokyo,13.22,13.22,13.01,14.14,11.19,12.3,20.36,10.42
2025/08/19,chubu,13.04,13.04,12,13.4,11.61,11.34,20.36,9.61
2025/08/19,chugoku,11.36,11.36,9.93,11.42,9.5,9.13,19.51,7.62
2025/08/19,hokkaido,13.98,13.98,11.82,13.64,13.48,11.59,20.36,7.61
2025/08/19,hokuriku,12.19,12.19,12,13.4,9.5,11.34,20.36,8.13
2025/08/19,kansai,12.19,12.19,12,13.4,9.5,11.34,20.36,8.13
2025/08/19,kyushu,11.1,11.1,9.52,10.86,9.5,9.13,19.51,7.62
2025/08/19,shikoku,8.69,8.69,7.15,7.35,9.09,7.37,14.02,0.01
2025/08/19,system,12.47,12.47,10.96,12.6,10.88,10.13,19.51,7.81
2025/08/19,tohoku,12.41,12.41,9.54,11.71,11.58,8.35,20.36,7.51
2025/08/19,tokyo,13.39,13.39,12.67,13.9,11.61,11.74,20.36,10.2
2025/08/20,chubu,13.35,13.35,12.77,13.82,12.1,12.35,19.48,9.65
2025/08/20,chugoku,11.52,11.52,10.45,11.85,9.65,9.51,19.01,7.41
2025/08/20,hokkaido,16.96,16.96,14.16,16.2,12.87,13.59,40.12,8.91
2025/08/20,hokuriku,12.32,12.32,12.77,13.79,9.65,12.35,19.01,8.49
2025/08/20,kansai,12.32,12.32,12.77,13.79,9.65,12.35,19.01,8.49
2025/08/20,kyushu,11.52,11.52,10.45,11.85,9.65,9.51,19.01,7.41
2025/08/20,shikoku,8.02,8.02,3.78,4.92,9.65,4.3,14.02,0.01
2025/08/20,system,13.05,13.05,12.27,13.54,11.27,11.67,19.48,9.83
2025/08/20,tohoku,13.31,13.31,11.97,13.36,12.1,10.91,19.48,8.91
2025/08/20,tokyo,13.84,13.84,13.57,14.48,12.1,13.06,19.48,10.74
2025/08/21,chubu,14.21,14.21,13.81,14.52,12.26,13.4,19.43,9.68
2025/08/21,chugoku,11.26,11.26,10.47,11.64,9.06,9.8,19.11,7.55
2025/08/21,hokkaido,14.52,14.52,11.6,13.11,14.17,10.38,22,8
2025/08/21,hokuriku,12.42,12.42,13.81,14.41,9.06,13.4,19.11,7.55
2025/08/21,kansai,12.42,12.42,13.81,14.41,9.06,13.4,19.11,7.55
2025/08/21,kyushu,11.26,11.26,10.47,11.64,9.06,9.8,19.11,7.55
2025/08/21,shikoku,7.12,7.12,1.5,3.32,9.06,0.66,14.02,0.01
2025/08/21,system,13.42,13.42,12.71,13.82,11.14,11.94,19.42,9.73
2025/08/21,tohoku,13.67,13.67,11.68,13.17,12.31,10.38,19.43,8
2025/08/21,tokyo,14.41,14.41,14.21,14.94,12.31,13.76,19.43,10.97
2025/08/22,chubu,13.75,13.75,13.19,14.39,12.14,12.48,20.45,10.03
2025/08/22,chugoku,11.14,11.14,10.14,11.7,8.68,9.26,20.36,7.81
2025/08/22,hokkaido,14.55,14.55,13.94,14.96,13.61,13.53,20.45,10.97
2025/08/22,hokuriku,12.23,12.23,13.19,14.31,8.68,12.48,20.45,7.81
2025/08/22,kansai,12.23,12.23,13.19,14.31,8.68,12.48,20.45,7.81
2025/08/22,kyushu,11.14,11.14,10.14,11.7,8.68,9.26,20.36,7.81
2025/08/22,shikoku,8.51,8.51,5.4,5.94,8.68,4.02,18,0.01
2025/08/22,system,13.22,13.22,12.97,14.2,10.96,12.2,20.45,10.19
2025/08/22,tohoku,13.83,13.83,13.31,14.52,12.19,12.65,20.45,10.97
2025/08/22,tokyo,13.83,13.83,13.31,14.52,12.19,12.65,20.45,10.97
2025/08/23,chubu,10.9,10.9,9.6,10.02,11.18,9.77,13.97,8
2025/08/23,chugoku,9.23,9.23,8.18,8.92,8.36,7.9,13.97,6.69
2025/08/23,hokkaido,13.93,13.93,9.96,12.16,11.88,9.66,37,7.83
2025/08/23,hokuriku,9.65,9.65,9.6,9.91,8.36,9.77,13.97,6.69
2025/08/23,kansai,9.65,9.65,9.6,9.91,8.36,9.77,13.97,6.69
2025/08/23,kyushu,9.22,9.22,8.14,8.88,8.36,7.87,13.97,6.69
2025/08/23,shikoku,9.2,9.2,8.14,8.85,8.35,7.84,13.97,6.69
2025/08/23,system,10.81,10.81,9.55,10.18,10.51,9.37,14.98,8.11
2025/08/23,tohoku,11.76,11.76,9.32,10.7,11.52,8.87,17,7.83
2025/08/23,tokyo,12.26,12.26,10.85,11.82,11.52,10.7,17,10.17
2025/08/24,chubu,11.37,11.37,10.29,10.73,11.39,10.21,13.54,8.38
2025/08/24,chugoku,8.68,8.68,7.64,8.28,7.75,7.46,13.54,6.36
2025/08/24,hokkaido,16.3,16.3,8.86,13.35,11.99,8.3,50,6
2025/08/24,hokuriku,9.01,9.01,8.75,9.05,7.75,9.01,13.54,6.36
2025/08/24,kansai,9.01,9.01,8.75,9.05,7.75,9.01,13.54,6.36
2025/08/24,kyushu,8.68,8.68,7.64,8.28,7.75,7.46,13.54,6.36
2025/08/24,shikoku,8.68,8.68,7.64,8.28,7.75,7.46,13.54,6.36
2025/08/24,system,11.06,11.06,9.12,10.12,10.42,9.04,18.47,7.42
2025/08/24,tohoku,13.08,13.08,10.66,12.43,11.54,10.21,20.33,8.63
2025/08/24,tokyo,13.32,13.32,11.3,12.92,11.54,10.96,20.33,10.27
2025/08/25,chubu,14.81,14.81,15.4,16.97,11.7,15.03,30,10.77
2025/08/25,chugoku,10.95,10.95,10.08,11.45,8.29,9.58,20.25,7.42
2025/08/25,hokkaido,14.9,14.9,15.4,16.97,11.7,15.03,30,10.77
2025/08/25,hokuriku,12.71,12.71,15.27,15.66,8.29,15.03,20.25,7.62
2025/08/25,kansai,12.71,12.71,15.27,15.66,8.29,15.03,20.25,7.62
2025/08/25,kyushu,10.8,10.8,9.79,11.09,8.29,9.58,20.25,7.42
2025/08/25,shikoku,10.75,10.75,9.75,11.05,8.29,9.55,20.25,7.13
2025/08/25,system,13.37,13.37,13.71,14.69,10.45,13.07,20.25,9.82
2025/08/25,tohoku,14.9,14.9,15.4,16.97,11.7,15.03,30,10.77
2025/08/25,tokyo,14.9,14.9,15.4,16.97,11.7,15.03,30,10.77
2025/08/26,chubu,13.9,13.9,13.86,14.89,11.93,13.01,20.34,10
2025/08/26,chugoku,11.12,11.12,8.81,10.57,9.72,8.17,20.34,7.7
2025/08/26,hokkaido,13.98,13.98,13.92,14.93,12.02,12.77,20.34,10.85
2025/08/26,hokuriku,12.85,12.85,13.86,14.72,9.72,13.01,20.34,9.32
2025/08/26,kansai,12.85,12.85,13.86,14.72,9.72,13.01,20.34,9.32
2025/08/26,kyushu,11.12,11.12,8.81,10.57,9.72,8.17,20.34,7.7
2025/08/26,shikoku,10.45,10.45,7.58,9.29,9.63,7.66,20.34,6.36
2025/08/26,system,13.22,13.22,12.58,13.87,11.24,11.55,20.3,9.55
2025/08/26,tohoku,13.92,13.92,13.69,14.77,12.02,12.77,20.34,10.85
2025/08/26,tokyo,14,14,13.96,14.96,12.02,13.15,20.34,10.85
2025/08/27,chubu,13.67,13.67,13.19,14.12,11.9,12.59,21,10.02
2025/08/27,chugoku,11.79,11.79,12.49,13.31,9.15,12.12,18.6,8.23
2025/08/27,hokkaido,13.89,13.89,13.08,14.41,11.86,12.11,23.62,10.4
2025/08/27,hokuriku,12.09,12.09,13.19,14.04,9.15,12.59,20.34,8.23
2025/08/27,kansai,12.09,12.09,13.19,14.04,9.15,12.59,20.34,8.23
2025/08/27,kyushu,11.79,11.79,12.49,13.31,9.15,12.12,18.6,8.23
2025/08/27,shikoku,9.72,9.72,6.32,8.6,8.99,4.92,18.6,3
2025/08/27,system,13.42,13.42,13.63,14.5,10.93,12.98,20.34,10.19
2025/08/27,tohoku,13.88,13.88,13.06,14.4,11.86,12.11,23.62,10.4
2025/08/27,tokyo,14.38,14.38,14.43,15.35,12.1,14.03,23.62,10.68
2025/08/28,chubu,13.11,13.11,12.46,13.48,12.04,11.88,18.97,9.55
